Pred	Coding.Potential	ORF.Max.Len	ORF.Max.Cov	Seq.lnc.Dist	Seq.pct.Dist	Seq.Dist.Ratio	Signal.Peak	SNR	Signal.Min	Signal.Q1	Signal.Q2	Signal.Max
Lncipedia0001	NonCoding	0.142519938554876	345	0.748373101952278	-32.1403418593108	-28.6622148401575	1.12134885732139	0.604465281750988	0.0872272027920928	0.513707082990732	0.557477165985537	0.606584815890255	1.16636726592269
Lncipedia0002	NonCoding	3.6283899525924e-05	195	0.172872340425532	-59.1109008856029	-52.9802374924247	1.11571604211957	0.611970737411456	0.0360332357214087	1.02074742018964	1.15290884671888	1.36557178172689	3.820674843025
Lncipedia0003	NonCoding	0.000534645236648257	222	0.0980132450331126	-51.524564436105	-46.1308039249747	1.11692318477481	2.99784140746314	0.087664411526876	2.01477815120697	2.21398025318216	2.58139632331467	6.87638094284592
Lncipedia0004	NonCoding	2.12378851102146e-05	195	0.119631901840491	-59.1221667327328	-52.9921350740602	1.11567814072985	1.89909565956377	0.0807116041721408	1.9418750676678	2.25284530644382	2.6119361332534	4.65235673118825
Lncipedia0008	NonCoding	0.00173466000101563	285	0.110123647604328	-38.9639235715646	-34.7202789176129	1.1222238065547	1.55639795359357	0.0405142414031834	2.69304817931811	2.97696067532671	3.53759171706489	9.47136881934587
Lncipedia0010	NonCoding	9.99999999473644e-08	96	0.191616766467066	-126.715526513755	-113.92593088853	1.1122623754353	0.294721864474424	0.0388311173575722	0.422926680746114	0.463752676924089	0.60762178282766	1.15351314684331
Lncipedia0012	NonCoding	5.9563877916613e-06	171	0.083864639529181	-67.9393454287377	-61.0087275838522	1.11360043258335	1.34279192883166	0.0445174271901539	2.1689382507197	2.51140089336688	2.760288632707	6.17289722002157
Lncipedia0013	NonCoding	0.000262258770679424	258	0.146092865232163	-43.588537943457	-38.8128566807196	1.12304379711143	0.85502250261323	0.0328762536307249	1.84761135790233	2.12671849361596	2.38415179133871	5.8481373635253
Lncipedia0014	NonCoding	9.99999999473644e-08	135	0.152714932126697	-87.5565915922223	-78.814939961276	1.11091363687191	1.00259986638979	0.0794297522306033	1.08922456463126	1.24946323794943	1.38510918521084	3.40020648758348
Lncipedia0015	NonCoding	6.17456494832469e-05	189	0.0916141541444498	-61.3363092509732	-55.1472197807148	1.1122284948338	3.22209054895188	0.108355041440088	2.39326993375428	2.71085699836655	2.99556808185467	12.4207344931989
Lncipedia0016	NonCoding	0.00103172052239764	234	0.722222222222222	-48.4099140797702	-43.4649001735837	1.11377028099542	0.225466734331067	0.0479889052716038	0.408294617911532	0.469598712591552	0.51999664838226	0.870756387997171
Lncipedia0017	NonCoding	9.99999999473644e-08	87	0.185501066098081	-140.53571376701	-126.663315365335	1.10952183243951	0.298950104851317	0.0437230687729959	0.44864597877652	0.551196124748613	0.682833886538183	1.25767741101378
Lncipedia0019	NonCoding	3.18532752752176e-06	180	0.26865671641791	-64.3915965018344	-57.7531520441843	1.11494514537616	0.333124613716856	0.0334617927866736	0.634276456523723	0.688912808292953	0.801212823500285	1.82736876744844
Lncipedia0020	NonCoding	9.99999999473644e-08	99	0.179023508137432	-122.414507564073	-110.213001852306	1.1107084056028	0.321909447548193	0.0389508084902905	0.53119168393509	0.556592659206113	0.616163035045006	1.24687463504437
Lncipedia0021	NonCoding	0.233675873483371	447	0.317923186344239	-23.8927990753741	-21.082844541132	1.13328156590824	1.86766034019389	0.088881298180052	1.38092108810209	1.57740254153779	1.77675997755387	4.35968436941264
Lncipedia0022	NonCoding	9.99999999473644e-08	87	0.218045112781955	-140.586531643007	-126.83629010583	1.10840936395809	0.417158247609308	0.072271777050733	0.458889491323171	0.518921031959031	0.62068296592538	1.02527632656479
Lncipedia0023	NonCoding	9.99999999473644e-08	99	0.128238341968912	-122.442728481866	-110.434523950906	1.10873596499857	0.508053360793232	0.0471556340195187	1.01865981741039	1.1655471773756	1.32841893758354	5.50770760746978
Lncipedia0024	NonCoding	9.99999999473644e-08	105	0.303468208092486	-115.064086953458	-103.605127330375	1.11060224448683	0.514086069749965	0.104752935270121	0.480792094949506	0.514086069749965	0.646226475877591	1.27814710154414
Lncipedia0026	NonCoding	0.00940384810827555	249	0.141156462585034	-45.4920742587396	-40.9467631747864	1.11100538190408	2.66876185365636	0.109593945795752	2.324506541146	2.58722505747076	2.94823129103883	7.50571492489154
Lncipedia0028	NonCoding	0.00527132558028187	276	0.309417040358744	-40.6455672005457	-36.3724926206413	1.11748093880922	0.638662060351508	0.0496885996386722	1.02813340343058	1.25085278140996	1.48351445197449	3.52730910899486
Lncipedia0029	NonCoding	0.0976814868773387	339	0.47949080622348	-32.3234414850583	-28.8271002642542	1.12128660839119	0.603626257863188	0.059460341562953	0.772079500006958	0.87063628143377	1.08452567955604	2.55678770568524
Lncipedia0030	NonCoding	0.0628251459566298	39	0.0842332613390929	-335.574080952365	-303.418085490279	1.10597916538207	1.56557890793483	0.228652040633596	0.439290010009594	0.511609809908119	0.610620904604431	1.56557890793483
Lncipedia0031	NonCoding	9.78863137945929e-06	183	0.404867256637168	-63.5380287254544	-57.1234881424621	1.11229252259587	0.533994592502387	0.0789549032397621	0.454793324244806	0.48927903104184	0.541042618219832	1.4382173148575
Lncipedia0032	NonCoding	2.45509415575107e-07	60	0.136054421768707	-209.434198279411	-188.894337583406	1.10873730233939	0.907447412414726	0.135922724831668	0.400326184107583	0.429087892507838	0.464451882530601	0.907447412414727
Lncipedia0034	NonCoding	0.0246074113197881	267	0.592017738359202	-42.310169172805	-37.8805406250026	1.1169367827047	1.42293647328777	0.221217309083584	0.478278892530892	0.533210949472202	0.679318682953495	1.42293647328777
Lncipedia0039	NonCoding	4.12273080887537e-05	192	0.169761273209549	-60.297798347445	-54.0667353350422	1.11524762820966	1.14656556785744	0.0648470255913086	0.939551343274275	1.01077047328762	1.20958061308448	9.64546817505747
Lncipedia0044	NonCoding	0.109516109306882	33	0.113793103448276	-402.88986403398	-364.235602257656	1.10612433693118	0.35912860309635	0.0866760926259546	0.319940858832533	0.348528943593906	0.492605487053691	0.77147289898114
Lncipedia0046	NonCoding	8.22773092878926e-07	60	0.0955414012738854	-209.560465431855	-189.253539351005	1.10730011259228	0.120293195230802	0.0122424816220341	0.472542777855423	0.515441488005604	0.606949202764631	2.03011936202278
Lncipedia0047	NonCoding	4.6839690618361e-06	171	0.11003861003861	-67.8504480955002	-60.908385081032	1.11397548966752	1.09192639	0.0479817404163179	1.70696728622392	1.91612941438703	2.19520061301465	4.69371207424686
Lncipedia0048	NonCoding	0.00347267658825079	264	0.306976744186047	-42.5669623947001	-38.1090670323551	1.11697728938261	0.792677405280504	0.0668830155486437	1.02607697590402	1.12218702474545	1.41601732215688	5.3304330478305
Lncipedia0050	NonCoding	9.99999999473644e-08	84	0.18961625282167	-145.494138616756	-131.462608602193	1.10673399960457	0.917144945398341	0.146206979622247	0.527448697703654	0.58529834534925	0.68592227231936	2.48424014808265
Lncipedia0051	NonCoding	9.99999999473644e-08	120	0.326086956521739	-99.5085565580858	-89.5090254414699	1.11171533895378	0.466412063441781	0.0881425311776071	0.381383850695249	0.466412063441781	0.540783232750735	1.22189078978787
Lncipedia0053	NonCoding	6.65554621415154e-07	174	0.38074398249453	-66.946050104953	-60.0907995514463	1.11408153335749	0.480701870671962	0.0713435049756536	0.520338033829474	0.595206951425864	0.705212507343004	1.29779793375005
Lncipedia0054	NonCoding	9.99999999473644e-08	126	0.43598615916955	-94.5305649835381	-85.1617672699237	1.11001178127175	0.393579008463154	0.0963652663602253	0.334535985401211	0.393579008463154	0.417584806988493	1.05321688276433
Lncipedia0055	NonCoding	6.12897315110938e-06	186	0.52247191011236	-62.1741252396833	-55.7809979190786	1.11461120379881	0.485488839797467	0.0900992727137307	0.310150357061299	0.352854687943142	0.378341335401556	0.710336898183599
Lncipedia0056	NonCoding	0.0197558603507767	288	0.195785180149558	-38.7007114948702	-34.6533108156481	1.11679694043533	1.46861474992328	0.0685659671455249	1.6962489026464	1.87933685500438	2.11303744444639	7.15627354364171
Lncipedia0058	NonCoding	4.97308043800881e-06	177	0.0805277525022748	-65.6270119787962	-58.8085658245879	1.11594307833566	3.25985640600989	0.101717300907957	2.33162906830957	2.63923148205471	3.06106716242104	7.6706009662506
Lncipedia0059	NonCoding	3.36129869493718e-07	156	0.389027431421446	-75.0638010465342	-67.6078484222076	1.11028235328189	0.590468580893445	0.099135446384942	0.431501452303832	0.477063237596584	0.565660505550516	0.94474011356816
Lncipedia0062	NonCoding	0.107566840219789	285	0.403682719546742	-39.1293169838184	-35.1078798099724	1.11454514472571	0.759296018673775	0.0715629015292557	0.663709217597383	0.757251071115952	0.907739023356982	3.93203132795915
Lncipedia0063	NonCoding	0.0173571934449869	405	0.178335535006605	-26.4140688324568	-23.51485116196	1.12329304789251	0.580790452223915	0.0181110880226119	2.50258455113289	2.82885257672803	3.77625204287111	39.8159354674208
Lncipedia0064	NonCoding	1.95761572840958e-07	138	0.170792079207921	-85.9822878487759	-77.463623895468	1.10996986101248	0.192189675659446	0.0149103768242802	0.597003564102195	0.674352199403723	0.83235355191704	4.70245460290213
Lncipedia0066	NonCoding	9.99999999473644e-08	75	0.185185185185185	-164.934864696942	-148.65253766125	1.1095327889578	0.79519167	0.145290878528479	0.575559420823339	0.652707378352454	0.75390714610022	1.24635832268131
Lncipedia0067	NonCoding	9.99999999473644e-08	138	0.480836236933798	-85.8026530309113	-76.9967392589819	1.11436735966585	0.413510787625257	0.0982937876424649	0.329199373134353	0.362114048647069	0.403525934287701	0.602736758273313
Lncipedia0068	NonCoding	9.99999999473644e-08	153	0.213389121338912	-76.8951141194043	-68.9376667110879	1.11542960166704	0.78423626612503	0.073769003164511	0.713342869504342	0.795184703594836	0.937871955427922	1.77442720329434
Lncipedia0070	NonCoding	0.00380695538539433	276	0.0875634517766497	-40.6499342807233	-36.3496574091387	1.118303092191	4.81530341079809	0.104484652744107	3.6268156758149	4.18774706767554	4.73267644004738	17.0621751300245
Lncipedia0071	NonCoding	3.87241443244868e-07	177	0.389010989010989	-65.4991959786361	-58.6595017780396	1.11659993680951	0.329231915377994	0.0487499503889989	0.475625970944445	0.504737832473381	0.586900185039145	1.08796412244461
Lncipedia0073	NonCoding	0.00910739785981152	315	0.1440329218107	-35.1649320522221	-31.2620125097944	1.12484543473344	2.66110073196276	0.0804092047131883	2.02114426542695	2.23602058128614	2.67955815041579	6.80351415749077
Lncipedia0075	NonCoding	9.99999999473644e-08	99	0.126923076923077	-122.297815172993	-110.141393341603	1.11037105544585	1.24986663731128	0.106382358477288	0.714881847766948	0.823315060013851	0.990689465593636	2.05663397366167
Lncipedia0076	NonCoding	9.99999999473644e-08	90	0.213270142180095	-135.59532637743	-122.309134709707	1.10862795897671	0.333598159386544	0.0549349737314185	0.443319057796322	0.498224422511549	0.582879679698336	1.02901536406631
Lncipedia0077	NonCoding	4.17997654624802e-05	201	0.228409090909091	-57.3898596220486	-51.4913068405555	1.11455434214863	0.469706919309235	0.0371814802686305	0.934908093791228	1.10136858844369	1.35219363395047	2.93624836686355
Lncipedia0080	NonCoding	1.23850041888751e-06	162	0.0437956204379562	-72.4480120471608	-64.8920044402394	1.11643973201475	1.91157033581663	0.0341501054139169	3.23100085069711	3.735733631647	4.27286327883398	15.4664827759371
Lncipedia0081	NonCoding	0.000381309199746882	240	0.349854227405248	-47.3062605568661	-42.3098002089808	1.11809226995179	0.207682059322656	0.0206241122105761	0.73106182020671	0.786715451013747	0.892440831421261	1.67413999373278
Lncipedia0084	NonCoding	9.68567200221315e-07	171	0.527777777777778	-68.1912729557881	-61.3167567676521	1.11211480434599	0.315381690000002	0.065791078838846	0.346607436381942	0.359295814337226	0.394033946882351	0.584493269913619
Lncipedia0088	NonCoding	9.99999999473644e-08	117	0.226305609284333	-102.447673625575	-91.9726464465055	1.11389285384065	0.595550870107133	0.0798954990812103	0.566187948993394	0.646273063021373	0.78851209607649	1.55152635731411
Lncipedia0089	NonCoding	1.76194560053133e-07	57	0.218390804597701	-221.405321958005	-199.587953874088	1.10931204844998	0.548508457998808	0.137126720946013	0.21509433993362	0.265386020217644	0.31154467619103	0.54850845799881
Lncipedia0090	NonCoding	0.000143891696888776	222	0.304526748971193	-51.4946015162474	-46.0510114629275	1.11820782824069	0.726374731684179	0.066671249160501	0.713562258446767	0.769459136124842	0.84447371664272	2.67579828288379
